STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT21,WT22,WV03,EXTRM
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",21-01-2001,4.7,1648,937,0,0,0,39,51,27,100,360,0,13,15,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",22-01-2001,6.71,1708,1138,0,0,0,43,54,31,20,50,0,16.1,21,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",23-01-2001,10.07,910,820,0.28,0,0,47,59,34,330,330,0,19.9,25.1,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",24-01-2001,6.71,1622,1622,0,0,0,47,64,29,270,280,0,17.9,23,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",25-01-2001,8.95,1507,1249,0,0,0,44,58,30,310,300,0,21.9,28,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",26-01-2001,2.91,1635,1021,0,0,0,43,60,26,70,110,0,14.1,17,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",27-01-2001,5.82,1505,1456,0,0,0,53,71,34,270,270,0,17.9,23,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",28-01-2001,2.91,1503,1500,0,0,0,56,72,40,80,80,0,14.1,16.1,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",29-01-2001,6.49,1545,1508,0,0,0,57,74,40,180,190,0,17,23,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30-01-2001,8.28,437,1325,0.14,0,0,64,68,60,190,280,0,17.9,23.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",31-01-2001,5.14,1317,1317,0.14,0,0,63,69,56,240,240,0,17,21,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",01-02-2001,4.25,1146,1146,0.04,0,0,58,63,53,50,50,0,13,14.1,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",02-02-2001,6.04,1418,1423,0.16,0,0,52,56,47,330,350,0,16.1,17.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",03-02-2001,4.92,1948,2015,0,0,0,49,56,42,60,30,0,10.1,12.1,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",04-02-2001,5.59,1205,738,0.39,0,0,49,52,45,20,340,0,10.1,14.1,1,1,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",05-02-2001,6.04,1403,1238,0,0,0,52,65,39,280,280,0,17,25.1,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",06-02-2001,2.24,1503,1503,0,0,0,51,68,33,260,260,0,12.1,13,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",07-02-2001,3.36,1546,1544,0,0,0,53,72,34,140,120,0,14.1,16.1,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",08-02-2001,4.7,1253,1333,0,0,0,59,75,42,120,140,0,17,23.9,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",09-02-2001,7.16,1032,1055,0,0,0,63,78,48,180,180,0,17.9,21.9,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",10-02-2001,7.61,1503,1502,0.01,0,0,67,75,59,240,240,0,17,21,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",11-02-2001,8.5,1434,1433,0,0,0,59,64,54,60,60,0,17.9,21.9,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",12-02-2001,6.49,1359,157,0,0,0,53,57,49,40,20,0,12.1,15,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",13-02-2001,5.37,1641,1640,0,0,0,54,59,49,50,50,0,10.1,12.1,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",14-02-2001,3.13,1605,1604,0,0,0,67,80,54,200,190,0,8.9,13,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",15-02-2001,4.7,1246,1630,0,0,0,69,83,55,240,240,0,17.9,21,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",16-02-2001,7.61,1713,1412,0,0,0,70,83,56,250,240,0,17.9,23,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",17-02-2001,9.62,809,803,0.07,0,0,59,69,49,300,310,0,19.9,25.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",18-02-2001,9.17,1245,1357,0,0,0,51,62,39,80,80,0,19.9,23,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",19-02-2001,5.59,1509,1229,0,0,0,54,69,38,90,110,0,16.1,21,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",20-02-2001,3.58,1238,1205,0,0,0,62,78,45,180,180,0,15,19.9,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",21-02-2001,2.91,1331,1444,0,0,0,68,79,56,300,320,0,10.1,13,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",22-02-2001,7.61,1227,1441,0,0,0,70,81,59,230,260,0,21.9,23.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",23-02-2001,8.28,411,411,0.01,0,0,58,63,53,80,70,0,19.9,21,1,,,,,,1,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",24-02-2001,10.29,1050,1029,0,0,0,64,73,55,130,130,0,17.9,23.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",25-02-2001,7.83,1000,957,0,0,0,74,85,63,180,180,0,19.9,23.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",26-02-2001,5.37,1914,1553,0,0,0,71,81,60,80,290,0,13,15,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",27-02-2001,4.25,1658,1722,0,0,0,67,80,54,130,120,0,16.1,17.9,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",28-02-2001,8.72,1855,1852,0,0,0,72,83,60,70,70,0,21.9,23.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",01-03-2001,5.59,1628,1459,0,0,0,67,75,59,260,290,0,13,19.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",02-03-2001,9.17,1232,1231,0.08,0,0,71,82,59,250,240,0,21.9,28,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",03-03-2001,12.08,1429,1428,0,0,0,76,86,65,240,240,0,25.1,32,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",04-03-2001,12.75,2109,2109,1.31,0,0,65,73,57,250,240,0,23.9,31.1,1,,1,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",05-03-2001,16.78,1457,1518,0,0,0,56,64,48,290,300,0,29.1,34.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",06-03-2001,15.21,1138,1207,0,0,0,50,59,40,300,330,0,30,40,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",07-03-2001,9.17,1552,1525,0,0,0,49,65,33,300,300,0,19.9,25.1,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",08-03-2001,5.59,1547,1456,0,0,0,50,68,32,300,310,0,14.1,17.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",09-03-2001,4.7,1328,1153,0.25,0,0,56,72,40,180,230,0,13,16.1,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",10-03-2001,8.72,1158,1337,0.01,0,0,54,62,46,30,60,0,17,21.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",11-03-2001,3.8,1554,1421,0,0,0,61,75,46,80,80,0,14.1,17,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",12-03-2001,5.37,1552,1412,0,0,0,69,82,55,90,180,0,16.1,19.9,1,1,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",13-03-2001,10.96,401,401,0.8,0,0,70,81,59,270,270,0,25.9,33.1,1,,1,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",14-03-2001,6.49,1713,1208,0.07,0,0,64,72,55,70,60,0,13,15,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",15-03-2001,13.2,1219,1213,0.12,0,0,70,83,56,230,240,0,31.1,38.9,,,1,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",16-03-2001,9.62,1554,1559,0.39,0,0,71,81,60,250,240,0,17.9,21.9,1,,1,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",17-03-2001,6.71,1623,1623,0,0,0,59,64,53,310,310,0,15,17.9,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",18-03-2001,7.61,1709,1704,0.41,0,0,53,55,50,40,40,0,21,28,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",19-03-2001,17.45,1924,1923,0.9,0,0,59,62,55,90,100,0,25.9,32,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",20-03-2001,15.43,228,227,0.47,0,0,60,70,49,120,120,0,34.9,40.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",21-03-2001,12.97,1439,1331,0,0,0,49,55,42,260,280,0,21.9,30,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",22-03-2001,8.05,1648,1415,0,0,0,57,71,43,290,300,0,16.1,21.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",23-03-2001,6.26,1551,1542,0,0,0,57,69,45,100,100,0,15,17.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",24-03-2001,4.7,1729,1601,0,0,0,61,78,44,130,240,0,13,16.1,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",25-03-2001,5.59,1257,1259,0.18,0,0,60,68,52,310,310,0,17,19.9,1,1,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",26-03-2001,7.61,1521,1520,0,0,0,55,66,44,300,300,0,16.1,21,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",27-03-2001,6.04,1717,1615,0,0,0,50,63,37,90,120,0,15,17.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",28-03-2001,10.07,1701,1024,0,0,0,52,62,41,60,90,0,21.9,25.9,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",29-03-2001,11.63,1122,1122,0.49,0,0,64,71,56,190,190,0,29.1,40,1,,1,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30-03-2001,6.93,1458,1457,0,0,0,69,79,58,70,60,0,17.9,21,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",31-03-2001,4.7,1717,1657,0,0,0,70,80,59,330,320,0,15,21,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",01-04-2001,12.53,1437,1437,0,0,0,62,76,47,280,290,0,31.1,42.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",02-04-2001,4.47,1615,1416,0,0,0,55,71,39,80,80,0,15,17.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",03-04-2001,6.71,1019,1204,0,0,0,67,84,50,200,230,0,17.9,21.9,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",04-04-2001,8.5,1814,1201,0,0,0,69,78,60,90,10,0,15,17,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",05-04-2001,9.17,1326,1320,0,0,0,66,71,61,70,70,0,19.9,23,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",06-04-2001,6.71,1655,1716,0,0,0,68,80,55,140,150,0,16.1,17.9,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",07-04-2001,4.47,1737,1736,0,0,0,70,84,56,130,130,0,13,15,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",08-04-2001,3.8,1643,2029,0,0,0,71,85,57,130,170,0,13,14.1,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",09-04-2001,4.03,1529,1338,0,0,0,75,88,61,250,250,0,14.1,17,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",10-04-2001,4.92,1839,1748,0,0,0,74,88,60,150,140,0,13,15,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",11-04-2001,8.5,1917,2014,0,0,0,75,87,62,150,150,0,17,19.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",12-04-2001,4.92,1355,1349,0,0,0,76,88,64,220,230,0,13,16.1,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",13-04-2001,8.5,1546,1545,0,0,0,78,92,63,270,260,0,21,25.1,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",14-04-2001,7.61,1605,1604,0,0,0,77,87,66,80,80,0,17,21,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",15-04-2001,8.5,1446,1430,0.16,0,0,77,90,63,280,270,0,23,29.1,1,,1,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",16-04-2001,9.17,1129,1128,0,0,0,68,81,55,290,280,0,21,25.1,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",17-04-2001,11.18,1321,1500,0,0,0,64,79,49,290,310,0,29.1,34.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",18-04-2001,6.26,1539,1640,0,0,0,52,66,37,300,320,0,15,17.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",19-04-2001,3.58,1515,1512,0,0,0,54,72,36,120,120,0,16.1,19.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",20-04-2001,6.04,1746,1624,0,0,0,63,79,46,150,120,0,17.9,23,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",21-04-2001,4.7,1637,1152,0,0,0,66,79,53,80,130,0,16.1,21,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",22-04-2001,7.61,1616,1615,0,0,0,67,79,54,110,110,0,17,21,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",23-04-2001,6.04,1558,1641,0,0,0,69,82,55,110,130,0,17,21,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",24-04-2001,6.71,1728,1724,0,0,0,73,85,60,150,140,0,17,21,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",25-04-2001,7.61,619,2002,0.19,0,0,66,72,59,270,20,0,17,19.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",26-04-2001,9.4,1357,1355,0,0,0,60,71,48,60,70,0,21,23.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",27-04-2001,4.7,1416,1220,0,0,0,59,75,43,70,110,0,14.1,19.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",28-04-2001,4.47,1551,1410,0,0,0,64,80,48,140,130,0,15,17.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",29-04-2001,8.5,1411,1130,0.27,0,0,66,78,53,90,90,0,21,25.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30-04-2001,11.63,1058,1237,0,0,0,66,74,58,80,90,0,23,28,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",01-05-2001,7.83,1157,1156,0,0,0,68,77,58,70,70,0,19.9,25.1,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",02-05-2001,7.83,1353,1103,0,0,0,69,79,58,100,120,0,17.9,23,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",03-05-2001,8.72,1559,1147,0,0,0,68,79,57,70,80,0,23,29.1,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",04-05-2001,7.61,1253,1407,0,0,0,68,80,56,80,90,0,21,25.1,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",05-05-2001,6.93,1420,911,0,0,0,69,80,58,80,80,0,17.9,25.1,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",06-05-2001,5.14,1221,1158,0,0,0,70,84,56,90,120,0,17.9,21.9,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",07-05-2001,13.2,1143,1040,0.14,0,0,66,70,62,60,50,0,23.9,31.1,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",08-05-2001,10.29,1038,1207,0,0,0,71,79,63,90,90,0,21.9,25.9,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",09-05-2001,6.49,1314,1336,0,0,0,69,79,58,90,130,0,17,21,,,,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",10-05-2001,4.7,1719,1627,0,0,0,68,82,54,140,120,0,15,19.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",11-05-2001,4.25,1801,1727,0,0,0,70,84,55,140,140,0,15,17,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",12-05-2001,5.37,1613,1613,0.9,0,0,72,85,59,320,320,0,25.1,30,1,,1,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",13-05-2001,6.04,1407,1528,0,0,0,74,87,60,290,300,0,16.1,19.9,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",14-05-2001,6.93,1644,1513,0,0,0,74,83,64,110,110,0,16.1,23.9,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",15-05-2001,5.14,1751,1441,0,0,0,74,88,60,100,290,0,13,15,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",16-05-2001,6.49,1654,1656,0,0,0,78,93,63,150,160,0,16.1,17,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",17-05-2001,6.71,1828,1649,0,0,0,80,94,65,160,130,0,14.1,16.1,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",18-05-2001,8.05,1659,1659,0,0,0,81,94,67,220,210,0,16.1,21,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",19-05-2001,7.16,1457,1323,0,0,0,77,92,62,210,250,0,16.1,19.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",20-05-2001,5.82,1321,1320,0,0,0,76,86,65,190,180,0,17,21,1,,,,,,1,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",21-05-2001,7.61,1341,1330,0,0,0,77,93,61,210,220,0,19.9,29.1,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",22-05-2001,8.72,1533,1440,0,0,0,82,94,70,260,260,0,17,21.9,,,,,,,1,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",23-05-2001,6.71,1459,1633,0,0,0,72,86,58,280,310,0,16.1,17.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",24-05-2001,5.59,1647,1646,0,0,0,70,88,52,130,130,0,17.9,21.9,,,,,,,1,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",25-05-2001,6.26,1804,1753,0,0,0,74,92,56,110,120,0,17,21,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",26-05-2001,5.82,1326,1429,0,0,0,78,90,66,320,290,0,17,21,1,,,,,,1,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",27-05-2001,6.71,1548,1547,0,0,0,78,93,62,80,80,0,23,25.1,1,,,,,,1,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",28-05-2001,7.83,1453,1452,1.29,0,0,78,91,65,340,340,0,25.1,33.1,1,1,1,,,,1,,,1,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",29-05-2001,8.95,1133,1131,0.23,0,0,78,87,68,230,260,0,29.1,36,1,,1,,,,1,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",30-05-2001,4.47,1535,1534,0,0,0,80,89,70,310,300,0,14.1,17,1,,,,,,1,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",31-05-2001,5.82,1550,2206,0,0,0,80,92,68,130,160,0,15,17.9,1,1,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",01-06-2001,8.28,1254,1251,0.21,0,0,77,84,69,250,250,0,30,34.9,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",02-06-2001,10.29,1314,1330,0,0,0,80,92,68,240,260,0,23,28,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",03-06-2001,8.28,1042,1146,0,0,0,83,94,72,280,270,0,17,19.9,,,,,,,,,,,,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",04-06-2001,4.92,1548,1548,0.08,0,0,83,94,71,280,270,0,23.9,30,,,1,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",05-06-2001,6.04,1432,1708,0,0,0,81,93,69,130,150,0,17.9,21,1,,,,,,,,,,1,,,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",06-06-2001,5.37,1605,1546,0.04,0,0,81,92,70,160,150,0,23,28,,,1,,,,,,,,,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",07-06-2001,5.14,1855,1855,0.15,0,0,82,92,71,180,180,0,21,23,1,,1,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",08-06-2001,5.82,1601,1600,0.27,0,0,81,89,72,250,240,0,25.1,29.1,1,,1,,,,1,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",09-06-2001,5.82,1210,1209,1.19,0,0,79,87,71,350,350,0,21.9,29.1,1,,1,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",10-06-2001,4.92,1719,1717,0.24,0,0,74,76,72,290,300,0,12.1,14.1,1,,,,,,,,,,1,,1,,,,,
USW00013889,"JACKSONVILLE INTERNATIONAL AIRPORT, FL US",11-06-2001,5.82,1443,1441,0.38,0,0,80,88,71,180,180,0,28,32,1,,1,,,,,,,,1,,1,,,,,
